OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY
NCCCCCCNC1=NC2=C(N=CNC2=O)N1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,LLZUUOCTFORBDZ-ADGXKJENSA-N
CCCC12CN3CC(CCC)(CN(C1)C3[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)C2=O,NVVUTFHBWBIRLZ-CETAUKEDSA-N
COCCCNC(=O)[C@@H]1CCCN(S(=O)(=O)C2=C(C)NC(=O)NC2=O)C1,LNRCBDPGLAMSRS-LLVKDONJSA-N
CCNC(=O)[C@@H]1C[C@H](NC(=O)CN2C(O)=CNC2=O)CN1CC1=NC=CN1,ZTOSUQZTNZDGNA-QWRGUYRKSA-N
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@H](O)[C@@H]1O,ZJUKTBDSGOFHSH-GQJVVVIPSA-N
OCCOCCN(CCO)C1=NC=NC2=C1N=CN2C1CC(CO)(CO)C1,MDOYRYVGBLCHSF-UHFFFAOYSA-N
CN1C(O)=C(NC(=O)C(=O)NC[C@@H](O)CN2CCOCC2)C2=CC=CC=C21,RIAONQYWZPELKL-GFCCVEGCSA-N
O=C(CN1C=NN=N1)N1CCC2=NC(C(=O)N3C[C@@H](O)[C@H](F)C3)=CN2CC1,PFVLGVZJFQHOFR-ZYHUDNBSSA-N
CN1C(=O)C2=C(N=CN2CCC(=O)N2CCN(C3=CN=CC=N3)CC2)N(C)C1=O,SDFXFNRGZDOPCQ-UHFFFAOYSA-N
CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2OC(C(=O)O)=C[C@H](O)[C@H]2O)[C@@H](CO)O[C@@H]1O,URUDPLVSVSVLMS-BVQOOYIMSA-N
CC1=C(C(=O)N2CCN(CCO)[C@@H]3CS(=O)(=O)C[C@@H]32)C=NC2=CC=NN12,QLJGMBHJFYMBJD-KGLIPLIRSA-N
CC(C)C12CN3CC(C(C)C)(CN(C1)C3[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)C2=O,WOPHSSJTAPPKNL-WRGRCVMGSA-N
CC(C)[C@@H]1CN2C[C@@H](NS(=O)(=O)C3=CN(C)C(=O)N(C)C3=O)C[C@H]2CO1,PJVJAUHHPRTGAF-AVGNSLFASA-N
C[C@H](OC(=O)/C=C/C(=O)O[C@@H](C)C(=O)N1CCNC1=O)C(=O)N1CCNC1=O,XPMWSUIIPKAYME-OHINUGQQSA-N
O=C1C=CN([C@@H]2O[C@H](CO[P@](=O)(O)N3CCOCC3)[C@@H](O)[C@H]2O)C(=O)N1,AJFNOZWHVDTKIH-HJQYOEGKSA-N
CS(=O)(=O)N1CCN(C(=O)CN2C(=O)N[C@@]3(CCSC3)C2=O)CC1,GKBPSLASACFVLJ-CYBMUJFWSA-N
O=C(CCN1C=NN=C1)N1CCN(C2=NC=CC=N2)[C@@H]2CS(=O)(=O)C[C@@H]21,XOXXHEMYICSHNJ-QWHCGFSZSA-N
CCNC(=O)NC(=O)[C@H](C)OC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,DDDXROMSDKYGJM-QMMMGPOBSA-N
C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)O,HGHOBRRUMWJWCU-FXQIFTODSA-N
CN(C[C@@H](O)COC(CN1CCOCC1)CN1CCOCC1)S(=O)(=O)O,QMLNZBDTBAHOJN-CQSZACIVSA-N
CNC(=O)C1=CC=C(S(=O)(=O)NC[C@@H]2CN(S(C)(=O)=O)CCO2)C=C1,IVMGYXWCAYVVEY-GFCCVEGCSA-N
CS(=O)(=O)N1CCN(C(=O)CCC(=O)N[C@H]2CCS(=O)(=O)C2)CC1,KZPOUUFVRUWYQK-NSHDSACASA-N
COCCN(C)C[C@H]1C[C@H](CO)CN(C(=O)C2=CC(=O)N(C)C(=O)N2C)C1,LNBDXDLEGUZNTP-KGLIPLIRSA-N
CC1(C)C[C@@H](NC(=O)C2(C(N)=O)CC2)CN(C(=O)CN2C=CC(=O)NC2=O)C1,JCZYBGLTPBQYRZ-LLVKDONJSA-N
CC1=CC(NC(=O)COC(=O)CN2C=NC3=C2C(=O)N(C)C(=O)N3C)=NO1,NDNBFBKIJBDZKO-UHFFFAOYSA-N
CC1(C)NC(=O)N(C[C@H](O)CN2CCN([C@H]3CCS(=O)(=O)C3)CC2)C1=O,UDNNOADCVNBNNQ-QWHCGFSZSA-N
NC(=O)CN1CCN(C2=NC=NC3=C2N=CN3C[C@@H](O)[C@@H]2CCCO2)CC1=O,OAOLSZYWHJDPDS-NEPJUHHUSA-N
O=C(NCCO)C(=O)NC[C@@H]1OCCCN1S(=O)(=O)C1=CC=C(F)C=C1,LROYWEFBUSQFJS-ZDUSSCGKSA-N
COCCN(C)CC(=O)N1CCN(CC(=O)N(C)C)[C@@H]2CS(=O)(=O)C[C@@H]21,VLMQKGDMQZRVRN-KGLIPLIRSA-N
CN1C(=O)C2=C(N=C(N3CCN(C(=O)CN4CCCC4)CC3)N2)N(C)C1=O,VXOXBIXHIPNFPB-UHFFFAOYSA-N
O=C([C@@H]1CCC2=NC=NN2C1)N1CCCN(S(=O)(=O)N2CCOCC2)CC1,XNKOQWXRUVGKDT-CQSZACIVSA-N
C[C@H](CN(C)C(=O)CS(=O)(=O)N(C)C)NC(=O)[C@H](C)NS(C)(=O)=O,PDSQNCCATIKOGO-ZJUUUORDSA-N
CC1=NN=CN1CCN1C[C@H]2CN(C(=O)CN3CCOCC3)C[C@@]2(CO)C1,OMTVCLSQFNTZPP-FUHWJXTLSA-N
CC1(C)NC(=O)N(C[C@@H](O)CN2CCN([C@@H]3CCS(=O)(=O)C3)CC2)C1=O,UDNNOADCVNBNNQ-OLZOCXBDSA-N
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@]2(O)CO,HPWWQPXTUDMRBI-NJPMDSMTSA-N
O=C(CCN1C=NN=N1)N1CC[C@@]2(C1)CN(C(=O)C1=CN=CC(=O)N1)CCO2,GBRSDWSHKJKSMP-MRXNPFEDSA-N
C/C(=C\CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO,VYRAJOITMBSQSE-HNVSNYHQSA-N
CN1C(=O)C2=C(N=CN2CC(=O)NC2=CC=C(S(N)(=O)=O)C=C2)N(C)C1=O,TYMMYRXZAZTECB-UHFFFAOYSA-N
CC1=NSN=C1C(=O)N1C[C@@H]2CN(C(=O)CCN3C=NN=N3)C[C@]2(CO)C1,BLTNVDYMSOTOFW-XHDPSFHLSA-N
CC(=O)N1CCN(C2=NC=CC(N3CCN[C@H]4CS(=O)(=O)C[C@H]43)=N2)CC1,QGPRIOMWYWGVQX-UONOGXRCSA-N
CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2OC(C(=O)O)=C[C@H](O)[C@H]2O)[C@@H](CO)O[C@H]1O,URUDPLVSVSVLMS-UCFDOFRFSA-N
NC1=NNC(CCNC2=NC=CC(N3CCN[C@@H]4CS(=O)(=O)C[C@@H]43)=N2)=N1,PSWKOFBDTDUOBH-ZJUUUORDSA-N
O=C(N[C@@H]1CS(=O)(=O)[C@H]2CN(C(=O)CN3C=NN=N3)C[C@@H]12)C1=CC=CC=C1,OUCVRLBEDMWQDK-MJBXVCDLSA-N
C[C@@H](CN(C)C(=O)CS(=O)(=O)N(C)C)NC(=O)[C@@H](C)NS(C)(=O)=O,PDSQNCCATIKOGO-VHSXEESVSA-N
CNS(=O)(=O)C[C@H]1CCCN1C(=O)[C@H]1C[C@H](OC)CN1S(C)(=O)=O,GXPTYIRMZXAQFB-GRYCIOLGSA-N
CC1=CC(NC(=O)CN2CCN(C(=O)CN3C=CC(=O)NC3=O)CC2)=NO1,QJUHAURNLKADSE-UHFFFAOYSA-N
OC1=C2C(=C(O)N1C1=NNN=N1)[C@@H]1C=C[C@H]2C2=C(O)N(C3=NN=NN3)C(O)=C21,KHUOHKIEKZPHHD-ZXZARUISSA-N
CSCC(=O)N1C[C@@H]2CN(C(=O)CN3C(O)=CNC3=O)C[C@]2(CN(C)C)C1,FBIHVQFHXOOAKH-YVEFUNNKSA-N
CC(CO)(CO)CN1C=NC2=C(N3CCC[C@@]4(C3)NC(=O)NC4=O)N=CN=C21,LSFKXLJQAFIBNY-KRWDZBQOSA-N
CS(=O)(=O)CCC1=C(O)N(CN2CCN(C3=NC=CC=N3)CC2)C(=O)N1,XWSHSELMMKFXMV-UHFFFAOYSA-N
C[C@@H](CO)N1C=C([C@@H]2CN(C(=O)C3=CN(CCO)C(=O)NC3=O)CCO2)N=N1,NVFFEWBPMFRSIF-GWCFXTLKSA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,IBFYXTRXDNAPMM-DAPHITLVSA-N
CC(=O)N[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](CO)O[C@H]1O,HMQPEDMEOBLSQB-CRRXIBEYSA-N
CN1C(N)=C(C(=O)CN2CCN(CC(=O)NC3CC3)CC2)C(=O)N(C)C1=O,CVYFHDQRPGBPGM-UHFFFAOYSA-N
COCCCNC(=O)[C@H]1CCCN(S(=O)(=O)C2=C(C)NC(=O)NC2=O)C1,LNRCBDPGLAMSRS-NSHDSACASA-N
CN1C=NN=C1CCNC1=NC=CC(N2CCN[C@H]3CS(=O)(=O)C[C@H]32)=N1,HZVHTAACHHFDLU-NWDGAFQWSA-N
O=[N+]([O-])OC1=CC=C(N[C@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O)C(O[N+](=O)[O-])=C1,QPLLWYSSAMZFCU-YBXAARCKSA-N
COC(=O)[C@@H]1[C@H](C(=O)OC)[C@H]2C(=O)[C@@H]3[C@H](C(=O)OC)[C@H](C(=O)OC)[C@@H]3C(=O)[C@H]12,ABROGWXICUPYEM-PXEZKRLASA-N
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@@H]2C[C@H]1O,JNNGEAWILNVFFD-JQXQHFKSSA-N
CC12CN3CC(C4=CC=CC=C4)(CN(C1)C3[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)C2=O,TWMLWLLOSIGKEL-DAYSFENBSA-N
CC1=NN=CN1CCN1C[C@@H]2CN(C(=O)CN3CCOCC3)C[C@@]2(CO)C1,OMTVCLSQFNTZPP-SJLPKXTDSA-N
CC[C@]1(C)NC(=O)N(NC(=O)CN2CCN(CC(=O)NC3CC3)CC2)C1=O,ADMRRDPLCCTZAM-KRWDZBQOSA-N
O=C(NC/C=C/C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O)C(F)(F)F,DMXZSDJKAIYXMV-TVIFIVJDSA-N
COCCOCC(=O)N1CCN(CC(=O)N(C)C)[C@@H]2CS(=O)(=O)C[C@@H]21,FGOUHALTJFCBLV-OLZOCXBDSA-N
C[C@H](C(=O)NC1CC1)N1CCN(S(=O)(=O)C2=CN(C)C(=O)N(C)C2=O)CC1,JOLCBRIWNYDETJ-LLVKDONJSA-N
CN1C(N)=C(C(=O)CN2CCCC[C@@H]2CNS(C)(=O)=O)C(=O)N(C)C1=O,YHKIUMRTIKJCKL-SNVBAGLBSA-N
CN1N=NN=C1SCC(=O)N1CCOC[C@H]1CC(=O)N1CCC(O)CC1,CPXLSJYZVSAJHG-LLVKDONJSA-N
CC(=O)CN1C(CN2CCC(C(N)=O)CC2)=NC2=C1C(=O)N(C)C(=O)N2C,GIJJGBHFMKUNQU-UHFFFAOYSA-N
CCN1C=C(CC(=O)NCC2(O)CCN(C(=O)[C@H](COC)OC)CC2)N=N1,FBRHGGDYSCVPDH-AWEZNQCLSA-N
CN1CCN2N=C(C(=O)N3C[C@@H](CS(=O)(=O)N(C)C)[C@H](O)C3)C=C2C1=O,VZXAZKKZIBNEKY-GXFFZTMASA-N
CN1C(N)=C(C(=O)COC(=O)CN2N=NC(C3=CC=CC=C3)=N2)C(=O)N(C)C1=O,GJGFCRVZSJOIBO-UHFFFAOYSA-N
CC(=O)OCCN1C(N2CCN(C(C)=O)CC2)=NC2=C1C(=O)NC(=O)N2C,JLJGKLGEGBSCMS-UHFFFAOYSA-N
CN1C(N)=C(C(C2=CC=C(F)C=C2)C2=C(N)N(C)C(=O)NC2=O)C(=O)NC1=O,XAHNSJWZEUQPEN-UHFFFAOYSA-N
COC(=O)C[C@@H]1O[C@H](N2C=C(F)C(=O)NC2=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,JBEJFKUHVMAFRY-HVTMNAMFSA-N
CC(=O)NCCCC(=O)N[C@]1(C)CCOC2(CCN(C(=O)CN)CC2)[C@H]1O,FECCGHBBVAMCIK-DLBZAZTESA-N
CC(=O)N[C@H]1[C@H](OC2=C[C@@H]3OC(=O)C=C(C)[C@H]3C=C2)O[C@H](CO)[C@@H](O)[C@@H]1O,LLFCSUYBSLLXPO-PXVZDVJCSA-N
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@H](C)[C@H](O)C[C@H]12,AMBQHHVBBHTQBF-SCRQTLQRSA-N
CN1C=C([C@@]2(CNS(=O)(=O)C3=CN(C)C(=O)N(C)C3=O)CCCO2)C=N1,PABAXGYEGLGESG-HNNXBMFYSA-N
O=P(O)(O)OC[C@H]1O[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,PQGCEDQWHSBAJP-TXICZTDVSA-N
CN1N=C(N2CCN(C(=O)[C@H]3COC4=CC=CC=C4O3)CC2)C(=O)N(C)C1=O,NQMAGOSDNGSPIL-CQSZACIVSA-N
CN1CCC[C@@]2(C(=O)NCCCC3=NNN=N3)CCN(S(C)(=O)=O)C[C@H]12,ZHSNRFUEXZMXOO-SWLSCSKDSA-N
O=C(O)CCN1CCN(C(=O)CN2CCOCC2)[C@H]2CS(=O)(=O)C[C@H]21,SHZXVKJGCDRVDQ-OLZOCXBDSA-N
O=C(O[C@H]1[C@@H](O)[C@@H](O)[C@H](OC(=O)C2=CC=CN=C2)[C@@H](O)[C@@H]1O)C1=CC=CN=C1,NCZNDBZLAYJFKO-YZXKGSGOSA-N
OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CNCCNC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,SEQUYHNFILCATB-SSMUZJHLSA-N
CN(C)C(=O)CN1C[C@H]2[C@H](NC(=O)CCCN3C=NC=N3)CS(=O)(=O)[C@H]2C1,GIOMAUCFDAGYPQ-MJBXVCDLSA-N
CC1=NSN=C1C(=O)N1C[C@@H]2CN(C(=O)CCN3C=NN=N3)C[C@@]2(CO)C1,BLTNVDYMSOTOFW-NHYWBVRUSA-N
CCOCC(=O)N1C[C@H]2CN(C(=O)CCCS(N)(=O)=O)C[C@]2(CO)C1,PPOUTFCWFGJXPM-IUODEOHRSA-N
CCN1CCN(C(=O)C2=CNC3=NC(C)=NN3C2=O)[C@H]2CS(=O)(=O)C[C@H]21,FYZRVLWQYKJJTE-NEPJUHHUSA-N
O=C(O[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC(=O)C2=CC=CN=C2)[C@@H](O)[C@@H]1O)C1=CC=CN=C1,NCZNDBZLAYJFKO-WGGGBPLMSA-N
C[C@H](NS(C)(=O)=O)C(=O)N[C@@H](C)CN(C)C(=O)CS(=O)(=O)N(C)C,PDSQNCCATIKOGO-UWVGGRQHSA-N
COCCN1C(CO)=NN=C1[C@H]1C[C@@H](NC(=O)C2=CC(=O)N(C)C(=O)N2C)C1,LGJIDINITPGCNM-PHIMTYICSA-N
CO[C@H]1[C@H](O)[C@H](O)[C@H](O[C@@H]2[C@H](O)[C@H](O)[C@H](C)O[C@H]2C(=O)O)O[C@@H]1C(=O)O,XJKJWTWGDGIQRH-WMYRWBCZSA-N
CCOCCN1C(CN2CCN(CCO)CC2)=NC2=C1C(=O)N(C)C(=O)N2C,ZWZLYAUOJKINPQ-UHFFFAOYSA-N
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@H]1C=C[C@@]2(O)CO,HPWWQPXTUDMRBI-VGAJYDQOSA-N
CC(C)C12CN3CC(C(C)C)(CN(C1)C3OC[C@H](O)[C@@H](O)[C@@H](O)CO)C2=O,NVAVFLCLCWQIOH-ZFKIUBEUSA-N
CCOC(=O)C1=C(N)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(C)=N1,RDJJBRIQZVUQQY-PNHWDRBUSA-N
CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H](O)[C@H]1O,IXWNIYCPCRHGAE-SKCQRRSXSA-N
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1N=C(N)C(=O)O,PVTHJAPFENJVNC-MHRBZPPQSA-N
O=C(N[C@@H]1CS(=O)(=O)C[C@H]1NS(=O)(=O)C1CC1)C1=C2CCCC2=NN1,LNYRUXSJSYMMEQ-VXGBXAGGSA-N
NCCOCCOCCNCCN1CCN(CCOCCOCCN)CC1,JCAVAOHGTZKRGA-UHFFFAOYSA-N
OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CNCCNC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,SEQUYHNFILCATB-QLOYHPGWSA-N
CCNC(=O)NC(=O)[C@@H](C)OC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,DDDXROMSDKYGJM-MRVPVSSYSA-N
O=C(N[C@@H]1CS(=O)(=O)[C@H]2CN(CC(=O)N3CCOCC3)C[C@@H]12)C1=COC=C1,QSVRHSSLUKKZRL-ZNMIVQPWSA-N
O=C(NCNC(=O)NC1=C(O)NC(=O)N1CO)NC1=C(O)NC(=O)N1CO,XMNZTTKBFFCEPC-UHFFFAOYSA-N
CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)O[C@H]1O,ACKXCNXSQYSCQN-DVOZRKJFSA-N
CN1N=C(N2CCN(C(=O)[C@@H]3COC4=CC=CC=C4O3)CC2)C(=O)N(C)C1=O,NQMAGOSDNGSPIL-AWEZNQCLSA-N
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1N=C(N)C(=O)O,PVTHJAPFENJVNC-AIPKCJGJSA-N
O=C1C=CC(=O)N1[C@H](O)COCCOCCOC[C@@H](O)N1C(=O)C=CC1=O,LBKIRPYJPFQROC-HZPDHXFCSA-N
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@@H]2C[C@@H]1O,JNNGEAWILNVFFD-DFDMOHFASA-N
CN1C(=O)NCC12CN(C(=O)C1=CN3CCN(C(=O)C4=CNN=N4)CCC3=N1)C2,VHELDYJMLHWUKC-UHFFFAOYSA-N
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)C(=O)O)CC(=O)O,XNQSZVXFWBSAIZ-UHFFFAOYSA-N
CN(C)CC(=O)N1CCN(CC(=O)N2CCCCC2)[C@@H]2CS(=O)(=O)C[C@@H]21,ISFOQKDBDAHFHG-CABCVRRESA-N
CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H](O)[C@H]1O,IXWNIYCPCRHGAE-UHTOKHITSA-N
CN(C)C[C@@H]1OCCN(C(=O)C2=CC(=O)N(C)C(=O)N2C)[C@H]1C1=CN(C)N=C1,MJIUEKHOVSSQFO-HOCLYGCPSA-N
CC(=O)N[C@H]1[C@H](OC2=C[C@@H]3OC(=O)C=C(C)[C@@H]3C=C2)O[C@H](CO)[C@@H](O)[C@@H]1O,LLFCSUYBSLLXPO-OZJCWWBWSA-N
NC1=NC2=C(CCCC2)C(C(=O)N2CCN(CCO)[C@@H]3CS(=O)(=O)C[C@@H]32)=N1,ONRVSWFJLNKUPP-KGLIPLIRSA-N
O=C(CN1N=CN=N1)N[C@@H]1CS(=O)(=O)[C@H]2CN(C(=O)C3=CC=CC=C3)C[C@@H]12,NLIVUTSZWYMQHI-MJBXVCDLSA-N
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@H]2C[C@H]1O,JNNGEAWILNVFFD-MYNKGITDSA-N
C[C@@H]1CN(CC2=NC3=C(C(=O)N(C)C(=O)N3C)N2C[C@H](O)CO)C[C@H](C)O1,NNOKNVFDDHLUBH-TUAOUCFPSA-N
CC1=NC2=C(CN(C(=O)[C@]34COC[C@H]3CN(CC(=O)N(C)C)C4)C2)C(=O)N1C,GGPYFUPBHWJUOT-BFUOFWGJSA-N
CN(C)C(=O)N1CCN(C(=O)CN2C=CC=CC2=O)[C@H]2CS(=O)(=O)C[C@H]21,UPFUFSJEGTUTSS-QWHCGFSZSA-N
CSCC(=O)N1C[C@H]2CN(C(=O)CN3C(O)=CNC3=O)C[C@]2(CN(C)C)C1,FBIHVQFHXOOAKH-SJKOYZFVSA-N
O=C(CN1C[C@@H]2CN(C(=O)CCN3C=NN=N3)C[C@@]2(CO)C1)N1CCOCC1,MUZZGCMVQOJEOE-RHSMWYFYSA-N
NC1=NNC(CCNC2=NC=CC(N3CCN[C@H]4CS(=O)(=O)C[C@H]43)=N2)=N1,PSWKOFBDTDUOBH-VHSXEESVSA-N
CN1C=CN=C1[C@@]1(CNC(=O)C2=CC=C(C3=NNN=N3)C=N2)NC(=O)NC1=O,WCSUQOWZKRJBPH-OAHLLOKOSA-N
CC(=O)N[C@@H]1[C@H](OC2=C[C@@H]3OC(=O)C=C(C)[C@@H]3C=C2)O[C@H](CO)[C@H](O)[C@H]1O,LLFCSUYBSLLXPO-VCYNTGIHSA-N
CC1=NN2C(=O)C(C(=O)N[C@H]3COC[C@H]3CS(=O)(=O)N(C)C)=CNC2=C1,CFPRWSNIKBIMOJ-JQWIXIFHSA-N
CN(C)C(=O)C1=CC=C2OC[C@H](CC(=O)NC(CO)(CO)CO)N(C)C2=C1,RYMVGWIHXHLHHW-ZDUSSCGKSA-N
CN(C)S(=O)(=O)NC[C@]1(O)CCCN(C(=O)CCN2C=NN=N2)CC1,SMZIVOXGQUITBP-ZDUSSCGKSA-N
CN1CCN(C(=O)C2=CC=C(N3C=NN=N3)C=C2O)[C@H]2CS(=O)(=O)C[C@H]21,ZHPXAHDMFGEHBH-OLZOCXBDSA-N
COCCNC(=O)C(=O)NCC1=CC=CC(CNC(=O)C(=O)NCCOC)=C1,CSKXMSOSTOBYBR-UHFFFAOYSA-N
CN(C)S(=O)(=O)C[C@@H]1CN(CC2=CN=C(N3CCOCC3)N=C2)C[C@@H]1O,PFJJCXFWMXXGDR-GJZGRUSLSA-N
CN1C=NC(S(=O)(=O)N2CCCN(S(=O)(=O)N3CCOCC3)CC2)=C1,JVGKEVZVWJHPKL-UHFFFAOYSA-N
CN1C=C(S(=O)(=O)N2CCNC(=O)[C@@H]2C2=CC=CC=C2)C(=O)N(C)C1=O,LIGHHVXYBKTBIQ-ZDUSSCGKSA-N
CCN1C(C2CCN(C(=O)CC3=CNC(=O)N(C)C3=O)CC2)=NN(C)C1=O,YZZLIJMAHGRTBG-UHFFFAOYSA-N
CC(=O)N[C@@H]1[C@H](OC2=C[C@@H]3OC(=O)C=C(C)[C@@H]3C=C2)O[C@H](CO)[C@@H](O)[C@@H]1O,LLFCSUYBSLLXPO-UYPQQMAGSA-N
CCN1C=C(CC(=O)NCC2(O)CCN(C(=O)[C@@H](COC)OC)CC2)N=N1,FBRHGGDYSCVPDH-CQSZACIVSA-N
CCOC(=O)N1CCN(C(=O)CN2C(=O)C3=C(N=CN3C)N(C)C2=O)CC1,CLTLNMJRSGXPCG-UHFFFAOYSA-N
CC(=O)N1CCC(N[C@@H]2CC[C@@H]2NC(=O)CC2=CNC(=O)N(C)C2=O)CC1,BMKVQZNTOXGUAR-CABCVRRESA-N
CN1C=C(S(=O)(=O)N2CCN3[C@@H](COC[C@@H]3C3CC3)C2)C(=O)N(C)C1=O,IJHCQQTWWZWLLJ-CHWSQXEVSA-N
O=C(NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O)C=N2)C1=CC=CC=C1,WZKJANWNNBJHRS-HNNUMXFLSA-N
C[C@@H](CNC(=O)[C@@H]1CC[C@H](CN2C=NC3=C(N)N=CN=C32)O1)S(N)(=O)=O,ACKLSRIYQUZCPM-AEJSXWLSSA-N
CC(C)NC(=O)N1C[C@H]2[C@H](NC(=O)CN3CCOC3=O)CS(=O)(=O)[C@H]2C1,DQANKZXZTLPFQO-TUAOUCFPSA-N
O=C(NCCO)C(=O)NC[C@H]1OCCCN1S(=O)(=O)C1=CC=C(F)C=C1,LROYWEFBUSQFJS-CYBMUJFWSA-N
CN1C(=O)C2=C(N=CN2CCS(=O)(=O)NCC2=CC=CC=N2)N(C)C1=O,GISNUEQBBGACLL-UHFFFAOYSA-N
O=C(NC1=CNC(=O)NC1=O)C1=CNC(=O)N(CC2=CC=C3OCOC3=C2)C1=O,MLLOTBLCBAJCOJ-UHFFFAOYSA-N
O=S1(=O)CC[C@@H](S(=O)(=O)CCS(=O)(=O)[C@H]2CCS(=O)(=O)C2)C1,FZTLMBCIFYIATA-AOOOYVTPSA-N
CS(=O)(=O)N1CCN(C2=NC(N3CCOCC3)=NC(N3C=CN=C3)=N2)CC1,SYOQPENVFRMRLX-UHFFFAOYSA-N
CC(=O)O[C@H]1[C@@H]2OC(=O)[C@@H](OC(C)=O)[C@H]2O[C@H]1N1C=NC2=C1NC(=O)NC2=O,KIADEQNQSFCQGC-STDGDXHASA-N
O=C(CCN1C=NN=C1)N1CCN(C2=NC=CC=N2)[C@H]2CS(=O)(=O)C[C@H]21,XOXXHEMYICSHNJ-OLZOCXBDSA-N
CCOP(=O)(OCC)C1=C(N(C)C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO)OC=N1,IDGDOXODKGEKBE-USZNOCQGSA-N
O=C(NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@H](O)[C@H]1O)C=N2)C1=CC=CC=C1,WZKJANWNNBJHRS-DFANHVJVSA-N
CN(C)S(=O)(=O)C[C@@H]1CN(C2=NC3=C(C(=O)NC(=O)N3C)N2C)C[C@H]1O,CSSJARSWRWSBPM-DTWKUNHWSA-N
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,JPIHIQIYWZWIPU-NNPCJPQPSA-N
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)O,PNMNSRMFRJNZFD-IPEIANHJSA-N
